Date,Open,High,Low,Close,Volume,Adj Close,PE,PE_Rank,PEG,ROE,Asset_Type,Name,Is_Core,Is_Tech
2022-01-03,55.785362243652344,55.92751305296387,55.616555827559345,55.785362243652344,105100,55.785362243652344,42.14,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-04,56.92257404434763,57.27795279545028,56.91368771154144,57.189109802246094,653100,57.189109802246094,41.1,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-05,57.428986561726,57.71328820695094,57.16245080382753,57.189109802246094,612100,57.189109802246094,41.1,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-06,56.99365852592336,57.171344535326554,56.82485207218959,57.12692642211914,442000,57.12692642211914,41.15,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-07,56.73600136770707,56.949225905711025,56.4161611715582,56.82484436035156,260100,56.82484436035156,41.37,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-10,56.6826949761538,56.87815024275718,56.20293466976339,56.7093505859375,317000,56.7093505859375,41.45,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-11,57.0291912373611,57.36679733193365,56.86038480093179,57.340145111083984,301700,57.340145111083984,40.99,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-12,57.74883270263672,57.87321426157947,57.56226036422259,57.74883270263672,416100,57.74883270263672,40.7,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-13,57.9442904399988,58.07755833051229,57.41122565623132,57.482295989990234,612600,57.482295989990234,40.89,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-14,57.19799856655795,57.633340826441554,57.10026922481158,57.60668182373047,200500,57.60668182373047,40.8,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-18,56.87815303676638,57.073611702114235,56.67381481629279,56.80707931518555,417800,56.80707931518555,41.38,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-19,56.398400274620954,56.398400274620954,55.856449127197266,55.856449127197266,332400,55.856449127197266,42.08,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-20,55.82978976698128,56.22959002046451,55.42110656970642,55.47441101074219,1524600,55.47441101074219,42.37,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-21,55.5188374249801,55.598797477877206,54.8969262790185,54.99465560913086,337000,54.99465560913086,42.74,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-24,54.99465801909444,55.25230407714844,54.132866676676294,55.25230407714844,787900,55.25230407714844,42.54,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-25,54.78141865264585,55.45663412994472,54.32831402025539,55.11014175415039,482800,55.11014175415039,42.65,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-26,55.35002383019283,55.35002383019283,54.39050670861983,54.75476837158203,425100,54.75476837158203,42.93,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-27,54.78142194650503,55.02130208012656,54.2483572423301,54.47935104370117,466400,54.47935104370117,43.15,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-28,54.19505617477381,54.61262572490853,53.8485637349357,54.514896392822266,3262400,54.514896392822266,43.12,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-01-31,54.69259171587132,55.412228895448145,54.56820675935124,55.37669372558594,531100,55.37669372558594,42.45,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-01,55.1545783623428,55.34115069834382,54.87915963600088,55.31449508666992,368200,55.31449508666992,42.5,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-02,55.89198688502806,56.060789949373145,55.57214664593769,56.03413772583008,197600,56.03413772583008,41.95,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-03,55.607678891617596,55.96305764785669,55.412220236771795,55.47441101074219,354100,55.47441101074219,42.37,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-04,55.723180442639006,56.140746605788124,55.59879888812041,56.01636505126953,204000,56.01636505126953,41.96,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-07,56.14963196692227,56.41616434901023,56.096324134847436,56.27401351928711,156900,56.27401351928711,41.77,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-08,56.47835194423793,56.842613636709046,56.42504411516548,56.82484436035156,234400,56.82484436035156,41.37,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-09,57.18022500769992,57.375683664978894,57.07360934601518,57.340145111083984,183000,57.340145111083984,40.99,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-10,56.673813333883494,57.27795520266242,56.65604405666728,56.798194885253906,751400,56.798194885253906,41.39,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-11,56.638270315311146,56.93145828255543,56.01635921833407,56.24735641479492,892000,56.24735641479492,41.79,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-14,56.3895149230957,56.451705702361274,55.963062412784645,56.3895149230957,912800,56.3895149230957,41.69,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-15,56.6027334895974,56.90480779853171,56.6027334895974,56.82484436035156,310400,56.82484436035156,41.37,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-16,56.505005650473194,56.96700006963393,56.505005650473194,56.85150146484375,501800,56.85150146484375,41.35,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-17,56.46058663874388,56.50500813819028,55.971943366547094,56.0963249206543,220500,56.0963249206543,41.9,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-18,56.13185793247524,56.20293164674185,55.874208516330256,56.025245666503906,124600,56.025245666503906,41.96,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-22,55.56326117053041,55.803141338922934,55.11015305607455,55.3322639465332,460000,55.3322639465332,42.48,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-23,55.563258203713275,55.563258203713275,54.72811913112959,54.79030990600586,227000,54.79030990600586,42.9,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-24,53.57314556445103,54.52377989496534,53.35992100966563,54.27501678466797,399100,54.27501678466797,43.31,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-25,55.00354486264591,55.69652980781803,54.8880462420694,55.67876052856445,358900,55.67876052856445,42.22,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-02-28,54.99465262721057,55.33225870856548,54.64815682401541,54.95911407470703,335700,54.95911407470703,42.77,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-01,54.61262378207559,54.71923605458464,53.64422021816548,53.857444763183594,313500,53.857444763183594,43.65,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-02,54.25724018543783,54.683692626606316,54.16839719778959,54.47935104370117,187400,54.47935104370117,43.15,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-03,54.88803546657689,54.88803546657689,54.30166292289806,54.42604446411133,292700,54.42604446411133,43.19,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-04,53.62645167156461,53.68864244713713,53.20888213059794,53.53760528564453,282600,53.53760528564453,43.91,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-07,52.92457577909853,52.92457577909853,51.80513852895339,51.91175079345703,2624600,51.91175079345703,45.28,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-08,51.33426183167396,51.69852351327062,50.76565856178092,50.9433479309082,425000,50.9433479309082,46.14,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-09,52.16940401586846,52.5247793865471,51.88510236366833,52.41816711425781,739200,52.41816711425781,44.84,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-10,52.666931101937806,52.89792831646523,52.338207946495174,52.5247802734375,307000,52.5247802734375,44.75,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-11,53.29772924097058,53.359920017388426,52.50701164667786,52.5692024230957,146500,52.5692024230957,44.71,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
2022-03-14,53.37768656054174,53.590911100439605,53.0756156380673,53.26218795776367,294700,53.26218795776367,44.13,100.0,1.8,15,ETF,WisdomTree Japan Hedged Equity,true,false
